plan_id,dem_seats,rep_seats,dem_seat_share
934,6,8,0.42857142857142855
935,6,8,0.42857142857142855
936,5,9,0.35714285714285715
937,5,9,0.35714285714285715
938,5,9,0.35714285714285715
939,5,9,0.35714285714285715
940,6,8,0.42857142857142855
941,6,8,0.42857142857142855
942,6,8,0.42857142857142855
943,6,8,0.42857142857142855
944,6,8,0.42857142857142855
945,6,8,0.42857142857142855
946,6,8,0.42857142857142855
947,6,8,0.42857142857142855
948,6,8,0.42857142857142855
949,6,8,0.42857142857142855
950,6,8,0.42857142857142855
951,6,8,0.42857142857142855
952,6,8,0.42857142857142855
953,6,8,0.42857142857142855
954,6,8,0.42857142857142855
955,6,8,0.42857142857142855
956,6,8,0.42857142857142855
957,6,8,0.42857142857142855
958,6,8,0.42857142857142855
959,6,8,0.42857142857142855
960,6,8,0.42857142857142855
961,6,8,0.42857142857142855
962,6,8,0.42857142857142855
963,6,8,0.42857142857142855
964,6,8,0.42857142857142855
965,6,8,0.42857142857142855
966,6,8,0.42857142857142855
967,6,8,0.42857142857142855
968,6,8,0.42857142857142855
969,6,8,0.42857142857142855
970,6,8,0.42857142857142855
971,6,8,0.42857142857142855
972,6,8,0.42857142857142855
973,6,8,0.42857142857142855
974,6,8,0.42857142857142855
975,6,8,0.42857142857142855
976,6,8,0.42857142857142855
977,6,8,0.42857142857142855
978,6,8,0.42857142857142855
979,6,8,0.42857142857142855
980,6,8,0.42857142857142855
981,6,8,0.42857142857142855
982,6,8,0.42857142857142855
983,6,8,0.42857142857142855
984,6,8,0.42857142857142855
985,6,8,0.42857142857142855
986,6,8,0.42857142857142855
987,6,8,0.42857142857142855
988,6,8,0.42857142857142855
989,6,8,0.42857142857142855
990,6,8,0.42857142857142855
991,6,8,0.42857142857142855
992,6,8,0.42857142857142855
993,6,8,0.42857142857142855
994,6,8,0.42857142857142855
995,6,8,0.42857142857142855
996,6,8,0.42857142857142855
997,6,8,0.42857142857142855
998,6,8,0.42857142857142855
999,6,8,0.42857142857142855
1000,6,8,0.42857142857142855
